id,holder_name,status,land_area_acres,latitude,longitude,village,district,state
MP_GWA_002,Ramesh Baiga,PENDING,1.7,26.1815,77.7721,Village_206,Gwalior,Madhya Pradesh
MP_GWA_003,Kishore Singh,APPROVED,2.1,26.0961,78.6101,Village_991,Gwalior,Madhya Pradesh
MP_GWA_004,Debu Debbarma,PENDING,1.2,26.2485,77.9429,Village_187,Gwalior,Madhya Pradesh
MP_GWA_005,Reang Ekka,PENDING,1.6,26.0033,78.3267,Village_310,Gwalior,Madhya Pradesh
MP_GWA_006,Harish Pradhan,PENDING,1.4,26.0649,78.3279,Village_291,Gwalior,Madhya Pradesh
MP_GWA_007,Pratap Birhor,PENDING,1.0,25.8813,78.4155,Village_665,Gwalior,Madhya Pradesh
MP_GWA_008,Krishna Lambada,PENDING,2.4,26.2978,78.2362,Village_653,Gwalior,Madhya Pradesh
MP_GWA_009,Devraj Munda,APPROVED,1.4,25.9716,78.2529,Village_721,Gwalior,Madhya Pradesh
MP_GWA_010,Kamalamma Munda,PENDING,0.7,25.9256,78.2849,Village_123,Gwalior,Madhya Pradesh
MP_GWA_011,Kalia Munda,APPROVED,0.6,25.7677,78.1004,Village_980,Gwalior,Madhya Pradesh
MP_GWA_012,Meera Bhil,PENDING,2.8,25.7831,78.2367,Village_154,Gwalior,Madhya Pradesh
MP_GWA_013,Harish Naik,APPROVED,1.2,25.8954,77.7844,Village_229,Gwalior,Madhya Pradesh
MP_SHE_001,Meera Oraon,PENDING,0.9,25.374,76.8671,Village_896,Sheopur,Madhya Pradesh
MP_SHE_002,Saroja Oraon,APPROVED,2.9,25.6315,77.2038,Village_975,Sheopur,Madhya Pradesh
MP_SHE_003,Bikash Munda,PENDING,1.8,26.0044,76.8747,Village_587,Sheopur,Madhya Pradesh
MP_SHE_004,Reena Nayak,APPROVED,1.3,25.6446,76.5541,Village_703,Sheopur,Madhya Pradesh
MP_SHE_005,Roshan Bhil,APPROVED,2.1,25.3268,76.9481,Village_545,Sheopur,Madhya Pradesh
MP_SHE_006,Sita Nayak,APPROVED,1.5,25.9479,77.0836,Village_440,Sheopur,Madhya Pradesh
MP_SHE_007,Mallesh Bhil,PENDING,2.7,25.6427,76.7466,Village_505,Sheopur,Madhya Pradesh
MP_SHE_008,Durga Birhor,APPROVED,0.9,25.8029,77.1512,Village_489,Sheopur,Madhya Pradesh
MP_SHE_009,Durga Bai,PENDING,1.8,25.9303,77.4527,Village_701,Sheopur,Madhya Pradesh
MP_SHE_010,Gouranga Kharia,PENDING,2.3,25.8931,76.888,Village_935,Sheopur,Madhya Pradesh
MP_SHE_011,Subal Baiga,PENDING,0.7,25.518,76.95,Village_892,Sheopur,Madhya Pradesh
MP_SHE_012,Meera Lambada,PENDING,0.6,25.5321,77.0247,Village_756,Sheopur,Madhya Pradesh
MP_SHE_013,Pushpa Ekka,APPROVED,2.6,25.8345,77.3339,Village_896,Sheopur,Madhya Pradesh
MP_SHE_014,Sarita Baiga,PENDING,1.5,25.7641,77.243,Village_761,Sheopur,Madhya Pradesh
MP_SHE_015,Narayan Kondh,APPROVED,1.4,25.8202,76.6359,Village_733,Sheopur,Madhya Pradesh
MP_SHE_016,Ram Koya,APPROVED,1.6,25.5072,76.6764,Village_589,Sheopur,Madhya Pradesh
MP_SHI_001,Asha Ho,PENDING,1.7,25.5325,78.3043,Village_604,Shivpuri,Madhya Pradesh
MP_SHI_002,Saroja Naik,APPROVED,0.8,25.67,77.8835,Village_325,Shivpuri,Madhya Pradesh
MP_SHI_003,Radha Bai,APPROVED,1.2,25.6135,77.9128,Village_284,Shivpuri,Madhya Pradesh
MP_SHI_004,Lukra Ho,PENDING,1.0,25.5765,78.084,Village_475,Shivpuri,Madhya Pradesh
MP_SHI_005,Devraj Korku,PENDING,2.1,25.4494,78.3007,Village_130,Shivpuri,Madhya Pradesh
MP_SHI_006,Raju Bhil,PENDING,2.3,25.5972,78.2312,Village_941,Shivpuri,Madhya Pradesh
MP_SHI_007,Sunitha Bai,PENDING,2.5,25.4985,77.5259,Village_709,Shivpuri,Madhya Pradesh
MP_SHI_008,Pratap Ho,PENDING,1.2,25.6443,78.1812,Village_186,Shivpuri,Madhya Pradesh
MP_SHI_009,Savitri Pradhan,APPROVED,0.8,25.0153,78.0663,Village_459,Shivpuri,Madhya Pradesh
MP_SHI_010,Sanjay Majhi,APPROVED,2.9,25.3832,77.3835,Village_709,Shivpuri,Madhya Pradesh
MP_SHI_011,Raju Birhor,APPROVED,1.9,25.5589,77.8657,Village_347,Shivpuri,Madhya Pradesh
MP_SHI_012,Harish Meena,PENDING,2.1,25.1671,77.7156,Village_760,Shivpuri,Madhya Pradesh
MP_SHI_013,Pothuraju Debbarma,PENDING,1.1,24.8762,77.7248,Village_164,Shivpuri,Madhya Pradesh
MP_TIK_001,Lakshmi Nayak,PENDING,3.0,24.9798,79.112,Village_269,Tikamgarh,Madhya Pradesh
MP_TIK_002,Raghu Pradhan,PENDING,2.2,24.5874,78.9421,Village_925,Tikamgarh,Madhya Pradesh
MP_TIK_003,Soni Debbarma,PENDING,0.6,25.0312,79.2951,Village_575,Tikamgarh,Madhya Pradesh
MP_TIK_004,Debu Ho,APPROVED,0.7,24.5807,78.9264,Village_747,Tikamgarh,Madhya Pradesh
MP_TIK_005,Gopal Singh,PENDING,1.4,24.9669,78.7808,Village_887,Tikamgarh,Madhya Pradesh
MP_TIK_006,Veera Pradhan,PENDING,2.4,24.7245,79.0055,Village_259,Tikamgarh,Madhya Pradesh
MP_TIK_007,Mohan Ekka,PENDING,2.2,24.7166,79.13,Village_483,Tikamgarh,Madhya Pradesh
MP_TIK_008,Devi Meena,PENDING,2.8,25.173,78.981,Village_490,Tikamgarh,Madhya Pradesh
MP_TIK_009,Akash Lambada,PENDING,0.9,24.998,79.2093,Village_432,Tikamgarh,Madhya Pradesh
MP_TIK_010,Gita Sahariya,APPROVED,1.8,25.2494,79.0159,Village_203,Tikamgarh,Madhya Pradesh
MP_TIK_011,Reang Birhor,APPROVED,1.3,25.1195,79.3064,Village_298,Tikamgarh,Madhya Pradesh
MP_TIK_012,Mohan Kondh,APPROVED,1.5,24.8383,79.1085,Village_626,Tikamgarh,Madhya Pradesh
MP_TIK_013,Soni Meena,PENDING,1.4,24.7334,78.8885,Village_360,Tikamgarh,Madhya Pradesh
MP_TIK_014,Rakhi Meena,PENDING,1.9,24.6365,78.7657,Village_750,Tikamgarh,Madhya Pradesh
MP_TIK_015,Sunil Bhil,APPROVED,0.8,25.1088,79.1216,Village_191,Tikamgarh,Madhya Pradesh
MP_TIK_016,Rathnam Gond,PENDING,1.5,24.9074,79.3084,Village_779,Tikamgarh,Madhya Pradesh
MP_TIK_017,Raju Birhor,APPROVED,1.1,24.7732,79.2413,Village_670,Tikamgarh,Madhya Pradesh
MP_TIK_018,Sarita Lambada,APPROVED,1.0,25.061,79.1394,Village_320,Tikamgarh,Madhya Pradesh
MP_TIK_019,Sabita Oraon,PENDING,2.1,24.8182,78.8393,Village_373,Tikamgarh,Madhya Pradesh
MP_NEE_001,Radhika Lambada,PENDING,1.7,24.596,75.3672,Village_333,Neemuch,Madhya Pradesh
MP_NEE_002,Sanjay Gond,PENDING,1.6,24.544,74.7542,Village_745,Neemuch,Madhya Pradesh
MP_NEE_003,Shyam Gond,APPROVED,1.6,24.8857,75.1219,Village_737,Neemuch,Madhya Pradesh
MP_NEE_004,Devi Santhal,PENDING,2.2,24.66,75.0351,Village_427,Neemuch,Madhya Pradesh
MP_NEE_005,Ram Oraon,APPROVED,1.2,24.3534,75.0023,Village_688,Neemuch,Madhya Pradesh
MP_NEE_006,Soma Bhil,PENDING,1.8,24.732,75.0873,Village_148,Neemuch,Madhya Pradesh
MP_NEE_007,Debu Naik,PENDING,1.5,24.6825,75.1572,Village_184,Neemuch,Madhya Pradesh
MP_NEE_008,Meera Munda,PENDING,1.9,24.3263,74.9727,Village_697,Neemuch,Madhya Pradesh
MP_NEE_009,Rekha Lambada,APPROVED,1.1,24.4717,74.8029,Village_834,Neemuch,Madhya Pradesh
MP_NEE_010,Chotu Lambada,APPROVED,2.9,24.61,74.862,Village_940,Neemuch,Madhya Pradesh
MP_NEE_011,Subhash Bhil,PENDING,2.8,24.7905,75.0227,Village_625,Neemuch,Madhya Pradesh
MP_NEE_012,Babulal Birhor,APPROVED,0.8,24.4506,75.4276,Village_764,Neemuch,Madhya Pradesh
MP_NEE_013,Rekha Gond,PENDING,2.2,24.7708,75.1732,Village_209,Neemuch,Madhya Pradesh
MP_NEE_014,Akash Bhil,PENDING,1.3,24.3163,75.2067,Village_165,Neemuch,Madhya Pradesh
MP_NEE_015,Lopa Nayak,APPROVED,2.3,24.5345,75.1219,Village_723,Neemuch,Madhya Pradesh
MP_NEE_016,Laxman Bai,PENDING,1.2,24.4374,75.3478,Village_675,Neemuch,Madhya Pradesh
MP_NEE_017,Ram Singh,APPROVED,2.7,24.7085,74.9991,Village_415,Neemuch,Madhya Pradesh
MP_NEE_018,Rinku Sahariya,APPROVED,2.0,24.5937,74.8708,Village_491,Neemuch,Madhya Pradesh
MP_REW_001,Prakash Oraon,PENDING,2.9,24.6602,81.1735,Village_426,Rewa,Madhya Pradesh
MP_REW_002,Raja Ekka,APPROVED,1.9,24.6736,81.8363,Village_614,Rewa,Madhya Pradesh
MP_REW_003,Gita Bhil,APPROVED,1.6,24.6249,81.2444,Village_672,Rewa,Madhya Pradesh
MP_REW_004,Gouranga Koya,PENDING,2.8,24.8687,81.717,Village_570,Rewa,Madhya Pradesh
MP_REW_005,Chandan Bai,PENDING,0.5,24.3638,81.3662,Village_562,Rewa,Madhya Pradesh
MP_REW_006,Sunil Baiga,PENDING,2.8,25.0625,81.6009,Village_711,Rewa,Madhya Pradesh
MP_REW_007,Raju Birhor,APPROVED,0.9,24.9869,81.3384,Village_550,Rewa,Madhya Pradesh
MP_REW_008,Mallesh Koya,PENDING,1.4,24.6683,82.047,Village_921,Rewa,Madhya Pradesh
MP_REW_009,Devi Baiga,PENDING,0.9,24.4223,81.454,Village_534,Rewa,Madhya Pradesh
MP_REW_010,Sunitha Ho,APPROVED,0.8,24.8441,81.777,Village_755,Rewa,Madhya Pradesh
MP_SAT_001,Radha Santhal,PENDING,1.1,24.3554,81.0627,Village_329,Satna,Madhya Pradesh
MP_SAT_002,Kiran Gond,APPROVED,2.7,24.7702,81.0829,Village_197,Satna,Madhya Pradesh
MP_SAT_003,Radhika Bai,PENDING,1.0,24.3008,80.9234,Village_702,Satna,Madhya Pradesh
MP_SAT_004,Sunitha Singh,PENDING,0.7,24.1264,81.0504,Village_447,Satna,Madhya Pradesh
MP_SAT_005,Mallaiah Baiga,PENDING,1.5,25.0541,80.7196,Village_429,Satna,Madhya Pradesh
MP_SAT_006,Babulal Bai,PENDING,2.2,24.7756,80.856,Village_523,Satna,Madhya Pradesh
MP_SAT_007,Sarla Kondh,PENDING,1.4,24.3342,81.1466,Village_920,Satna,Madhya Pradesh
MP_SAT_008,Lukra Baiga,PENDING,1.2,24.4899,80.7939,Village_343,Satna,Madhya Pradesh
MP_SAT_009,Lukra Naik,APPROVED,2.3,24.7831,80.7857,Village_879,Satna,Madhya Pradesh
MP_SAT_010,Devraj Baiga,PENDING,1.8,24.7742,80.6632,Village_820,Satna,Madhya Pradesh
MP_SAT_011,Santosh Ekka,PENDING,2.1,24.5539,80.9615,Village_911,Satna,Madhya Pradesh
MP_SAT_012,Chotu Meena,PENDING,1.3,24.5872,81.1551,Village_848,Satna,Madhya Pradesh
MP_SAT_013,Devi Birhor,PENDING,1.3,24.9551,80.5543,Village_619,Satna,Madhya Pradesh
MP_SAT_014,Kamli Birhor,APPROVED,1.4,24.4574,80.5976,Village_997,Satna,Madhya Pradesh
MP_SAT_015,Sonali Ekka,APPROVED,2.1,24.3314,80.7325,Village_220,Satna,Madhya Pradesh
MP_SAT_016,Pratap Debbarma,APPROVED,1.8,24.0344,80.7752,Village_582,Satna,Madhya Pradesh
MP_SAT_017,Manisha Oraon,APPROVED,2.2,24.7275,81.0969,Village_321,Satna,Madhya Pradesh
MP_GUN_001,Sanjay Pradhan,APPROVED,2.7,24.7596,77.3832,Village_716,Guna,Madhya Pradesh
MP_GUN_002,Manoj Koya,PENDING,2.1,24.9126,77.031,Village_211,Guna,Madhya Pradesh
MP_GUN_003,Ramkali Birhor,PENDING,1.5,24.7664,77.2847,Village_396,Guna,Madhya Pradesh
MP_GUN_004,Bhagwan Singh,PENDING,0.6,24.4655,77.0962,Village_497,Guna,Madhya Pradesh
MP_GUN_005,Raghu Pradhan,APPROVED,2.5,24.2866,77.1735,Village_636,Guna,Madhya Pradesh
MP_GUN_006,Rita Oraon,APPROVED,2.3,25.037,77.2628,Village_310,Guna,Madhya Pradesh
MP_GUN_007,Gita Santhal,APPROVED,2.9,24.2863,76.944,Village_709,Guna,Madhya Pradesh
MP_GUN_008,Santosh Kondh,PENDING,1.8,23.9081,77.2267,Village_261,Guna,Madhya Pradesh
MP_GUN_009,Radha Majhi,APPROVED,1.2,24.7031,77.4354,Village_408,Guna,Madhya Pradesh
MP_GUN_010,Dinesh Oraon,PENDING,3.0,24.7972,77.2888,Village_898,Guna,Madhya Pradesh
MP_GUN_011,Santosh Korku,PENDING,2.9,24.9512,77.139,Village_757,Guna,Madhya Pradesh
MP_GUN_012,Akash Debbarma,PENDING,1.8,24.7006,77.452,Village_519,Guna,Madhya Pradesh
MP_GUN_013,Biru Korku,PENDING,1.4,24.8288,77.2176,Village_260,Guna,Madhya Pradesh
MP_GUN_014,Kiran Gond,APPROVED,0.5,24.8029,77.0306,Village_298,Guna,Madhya Pradesh
MP_GUN_015,Soma Ho,PENDING,2.8,24.6562,77.3045,Village_889,Guna,Madhya Pradesh
MP_GUN_016,Biru Birhor,APPROVED,0.6,24.7349,76.9028,Village_526,Guna,Madhya Pradesh
MP_GUN_017,Sanjay Korku,PENDING,1.2,24.6423,77.1716,Village_105,Guna,Madhya Pradesh
MP_GUN_018,Jiten Gond,APPROVED,1.0,24.0929,76.9837,Village_941,Guna,Madhya Pradesh
MP_GUN_019,Nita Korku,PENDING,2.2,24.5024,77.2483,Village_480,Guna,Madhya Pradesh
MP_ASH_001,Sita Birhor,PENDING,0.9,24.6617,77.533,Village_381,Ashoknagar,Madhya Pradesh
MP_ASH_002,Subhash Ho,APPROVED,2.1,24.3284,77.9364,Village_791,Ashoknagar,Madhya Pradesh
MP_ASH_003,Rupali Korku,PENDING,0.6,24.7387,78.187,Village_596,Ashoknagar,Madhya Pradesh
MP_ASH_004,Kamalamma Baiga,PENDING,2.5,24.943,77.8831,Village_596,Ashoknagar,Madhya Pradesh
MP_ASH_005,Pratap Munda,PENDING,1.0,24.901,77.9445,Village_379,Ashoknagar,Madhya Pradesh
MP_ASH_006,Rathnam Birhor,PENDING,1.5,24.514,78.1576,Village_743,Ashoknagar,Madhya Pradesh
MP_ASH_007,Chotu Gond,PENDING,1.8,24.8096,77.8293,Village_882,Ashoknagar,Madhya Pradesh
MP_ASH_008,Gopal Debbarma,PENDING,2.2,24.5211,78.0015,Village_251,Ashoknagar,Madhya Pradesh
MP_ASH_009,Kishore Majhi,PENDING,1.7,24.3794,77.7124,Village_843,Ashoknagar,Madhya Pradesh
MP_ASH_010,Jiten Bai,PENDING,0.8,24.7616,78.1128,Village_378,Ashoknagar,Madhya Pradesh
MP_ASH_011,Sarita Sahariya,PENDING,1.7,24.5092,77.7544,Village_360,Ashoknagar,Madhya Pradesh
MP_ASH_012,Meera Majhi,PENDING,0.7,24.5535,78.0398,Village_186,Ashoknagar,Madhya Pradesh
MP_ASH_013,Devanna Ho,APPROVED,0.7,24.8702,77.8476,Village_483,Ashoknagar,Madhya Pradesh
MP_ASH_014,Ajay Kharia,PENDING,1.4,24.4575,78.2401,Village_120,Ashoknagar,Madhya Pradesh
MP_ASH_015,Reena Bhil,APPROVED,2.0,24.5684,77.5526,Village_129,Ashoknagar,Madhya Pradesh
MP_ASH_016,Debu Majhi,PENDING,2.9,24.6377,77.72,Village_698,Ashoknagar,Madhya Pradesh
MP_ASH_017,Kiran Baiga,APPROVED,2.4,24.5369,77.7929,Village_841,Ashoknagar,Madhya Pradesh
MP_MAN_001,Amar Kondh,APPROVED,2.6,24.3099,75.1401,Village_232,Mandsaur,Madhya Pradesh
MP_MAN_002,Ramesh Bhil,APPROVED,0.8,24.5793,75.6205,Village_486,Mandsaur,Madhya Pradesh
MP_MAN_003,Meena Kharia,PENDING,2.6,24.5408,75.8746,Village_724,Mandsaur,Madhya Pradesh
MP_MAN_004,Gouranga Lambada,PENDING,1.7,24.1959,75.4812,Village_257,Mandsaur,Madhya Pradesh
MP_MAN_005,Nita Oraon,APPROVED,1.7,24.0173,75.2957,Village_386,Mandsaur,Madhya Pradesh
MP_MAN_006,Anjali Pradhan,PENDING,1.1,24.0869,75.6021,Village_107,Mandsaur,Madhya Pradesh
MP_MAN_007,Sonali Koya,APPROVED,2.0,23.8164,74.9711,Village_672,Mandsaur,Madhya Pradesh
MP_MAN_008,Santi Kharia,APPROVED,0.8,24.089,75.5606,Village_260,Mandsaur,Madhya Pradesh
MP_MAN_009,Kumari Pradhan,APPROVED,1.7,23.9356,75.2621,Village_235,Mandsaur,Madhya Pradesh
MP_MAN_010,Subhash Ekka,APPROVED,2.8,24.2733,75.5996,Village_874,Mandsaur,Madhya Pradesh
MP_SIN_001,Subhash Meena,APPROVED,2.6,23.9108,82.6629,Village_134,Singrauli,Madhya Pradesh
MP_SIN_002,Kiran Nayak,APPROVED,1.1,24.152,81.9348,Village_571,Singrauli,Madhya Pradesh
MP_SIN_003,Soni Munda,PENDING,2.9,24.0625,82.2688,Village_509,Singrauli,Madhya Pradesh
MP_SIN_004,Soma Pradhan,APPROVED,2.9,24.3371,82.2392,Village_995,Singrauli,Madhya Pradesh
MP_SIN_005,Santi Majhi,PENDING,1.1,24.3722,82.2309,Village_510,Singrauli,Madhya Pradesh
MP_SIN_006,Subhash Birhor,APPROVED,1.1,23.909,82.4086,Village_674,Singrauli,Madhya Pradesh
MP_SIN_007,Durga Koya,APPROVED,2.8,24.1547,82.5433,Village_315,Singrauli,Madhya Pradesh
MP_SIN_008,Gita Santhal,APPROVED,0.6,24.2012,82.2393,Village_341,Singrauli,Madhya Pradesh
MP_SIN_009,Manisha Lambada,PENDING,0.9,24.1176,82.239,Village_687,Singrauli,Madhya Pradesh
MP_SIN_010,Krishna Santhal,APPROVED,2.3,24.1716,82.3595,Village_647,Singrauli,Madhya Pradesh
MP_SIN_011,Gopal Meena,PENDING,1.5,24.0226,82.0866,Village_241,Singrauli,Madhya Pradesh
MP_SIN_012,Gopal Sahariya,PENDING,1.1,24.2868,82.1323,Village_808,Singrauli,Madhya Pradesh
MP_SIN_013,Mallesh Naik,PENDING,1.3,24.1983,82.3252,Village_570,Singrauli,Madhya Pradesh
MP_SIN_014,Mallaiah Gond,APPROVED,1.1,24.2689,82.5233,Village_212,Singrauli,Madhya Pradesh
MP_SIN_015,Savitri Santhal,APPROVED,2.5,24.0681,82.5743,Village_337,Singrauli,Madhya Pradesh
MP_SID_001,Lali Singh,APPROVED,2.4,23.8694,81.9855,Village_363,Sidhi,Madhya Pradesh
MP_SID_002,Durga Birhor,PENDING,0.9,24.1938,81.4958,Village_603,Sidhi,Madhya Pradesh
MP_SID_003,Dinesh Debbarma,PENDING,1.1,24.521,81.994,Village_983,Sidhi,Madhya Pradesh
MP_SID_004,Narayan Kharia,PENDING,2.4,24.1403,81.5598,Village_911,Sidhi,Madhya Pradesh
MP_SID_005,Anjali Debbarma,PENDING,0.7,23.9827,81.8919,Village_741,Sidhi,Madhya Pradesh
MP_SID_006,Ramesh Singh,APPROVED,1.0,24.4246,82.0369,Village_827,Sidhi,Madhya Pradesh
MP_SID_007,Chotu Ho,PENDING,0.6,23.858,82.0866,Village_315,Sidhi,Madhya Pradesh
MP_SID_008,Laxman Birhor,APPROVED,2.1,24.1755,81.7978,Village_462,Sidhi,Madhya Pradesh
MP_SID_009,Asha Bhil,PENDING,2.7,24.3295,81.458,Village_653,Sidhi,Madhya Pradesh
MP_SID_010,Harish Debbarma,PENDING,2.8,24.3069,81.334,Village_898,Sidhi,Madhya Pradesh
MP_SID_011,Veera Birhor,PENDING,0.7,24.5498,82.1393,Village_755,Sidhi,Madhya Pradesh
MP_SID_012,Manisha Sahariya,APPROVED,2.1,23.949,81.6258,Village_595,Sidhi,Madhya Pradesh
MP_SID_013,Anji Ho,APPROVED,0.7,23.8988,81.7315,Village_378,Sidhi,Madhya Pradesh
MP_SID_014,Meera Kondh,APPROVED,0.9,23.8343,82.0507,Village_620,Sidhi,Madhya Pradesh
MP_SID_015,Asha Gond,APPROVED,0.9,24.3113,81.6424,Village_451,Sidhi,Madhya Pradesh
MP_SID_016,Soni Korku,PENDING,2.7,24.3519,81.6437,Village_224,Sidhi,Madhya Pradesh
MP_SID_017,Kamli Sahariya,APPROVED,0.9,24.3894,82.1642,Village_404,Sidhi,Madhya Pradesh
MP_SAG_001,Reena Debbarma,APPROVED,0.7,23.5248,79.0946,Village_492,Sagar,Madhya Pradesh
MP_SAG_002,Kumari Meena,APPROVED,1.2,24.288,78.263,Village_345,Sagar,Madhya Pradesh
MP_SAG_003,Debu Munda,PENDING,0.7,23.402,78.7771,Village_469,Sagar,Madhya Pradesh
MP_SAG_004,Rupali Pradhan,PENDING,2.8,24.0719,78.3412,Village_827,Sagar,Madhya Pradesh
MP_SAG_005,Dinesh Oraon,PENDING,1.0,23.9289,78.7936,Village_267,Sagar,Madhya Pradesh
MP_SAG_006,Sunil Meena,PENDING,3.0,23.7375,79.0205,Village_328,Sagar,Madhya Pradesh
MP_SAG_007,Sonali Sahariya,APPROVED,0.6,24.0834,78.4033,Village_502,Sagar,Madhya Pradesh
MP_SAG_008,Shyam Kharia,APPROVED,0.9,24.3494,79.1456,Village_672,Sagar,Madhya Pradesh
MP_SAG_009,Sunil Majhi,APPROVED,2.5,24.2853,78.4723,Village_986,Sagar,Madhya Pradesh
MP_SAG_010,Raja Kharia,APPROVED,2.6,23.4797,78.9221,Village_972,Sagar,Madhya Pradesh
MP_SAG_011,Jayant Majhi,APPROVED,1.8,23.8281,78.9966,Village_247,Sagar,Madhya Pradesh
MP_SAG_012,Pinki Lambada,APPROVED,1.4,24.2091,78.1644,Village_542,Sagar,Madhya Pradesh
MP_DAM_001,Soni Debbarma,APPROVED,0.9,23.6034,79.5162,Village_876,Damoh,Madhya Pradesh
MP_DAM_002,Sonali Majhi,APPROVED,1.2,24.1358,79.3491,Village_991,Damoh,Madhya Pradesh
MP_DAM_003,Sanjay Ekka,PENDING,1.5,24.1269,79.7177,Village_485,Damoh,Madhya Pradesh
MP_DAM_004,Ramesh Birhor,PENDING,1.6,24.0577,79.2394,Village_330,Damoh,Madhya Pradesh
MP_DAM_005,Lakshmi Debbarma,APPROVED,1.9,23.7224,79.4179,Village_349,Damoh,Madhya Pradesh
MP_DAM_006,Asha Korku,PENDING,2.1,23.8222,79.2659,Village_341,Damoh,Madhya Pradesh
MP_DAM_007,Chotu Sahariya,PENDING,2.3,23.8385,79.71,Village_797,Damoh,Madhya Pradesh
MP_DAM_008,Kamli Lambada,APPROVED,1.3,23.4033,79.5778,Village_834,Damoh,Madhya Pradesh
MP_DAM_009,Manoj Kharia,PENDING,0.9,23.9785,79.239,Village_817,Damoh,Madhya Pradesh
MP_DAM_010,Prakash Ekka,APPROVED,0.7,23.4187,79.285,Village_402,Damoh,Madhya Pradesh
MP_DAM_011,Savitri Bhil,APPROVED,0.9,23.5823,79.6686,Village_914,Damoh,Madhya Pradesh
MP_DAM_012,Rakesh Korku,PENDING,1.2,24.2083,79.8028,Village_303,Damoh,Madhya Pradesh
MP_SHA_001,Subhash Gond,PENDING,1.3,23.2868,76.6826,Village_334,Shajapur,Madhya Pradesh
MP_SHA_002,Devraj Majhi,APPROVED,1.3,23.5751,76.4039,Village_159,Shajapur,Madhya Pradesh
MP_SHA_003,Subhash Oraon,APPROVED,2.0,23.1885,76.7515,Village_742,Shajapur,Madhya Pradesh
MP_SHA_004,Kamalamma Ekka,PENDING,1.0,23.2868,76.442,Village_474,Shajapur,Madhya Pradesh
MP_SHA_005,Subhash Meena,PENDING,2.9,23.2893,76.3679,Village_507,Shajapur,Madhya Pradesh
MP_SHA_006,Ramesh Naik,PENDING,2.9,23.3394,76.9065,Village_946,Shajapur,Madhya Pradesh
MP_SHA_007,Sunitha Lambada,APPROVED,1.2,23.2704,76.5702,Village_230,Shajapur,Madhya Pradesh
MP_SHA_008,Lopa Singh,PENDING,2.5,23.4437,76.9292,Village_751,Shajapur,Madhya Pradesh
MP_SHA_009,Mohan Kharia,APPROVED,0.9,23.3527,76.3321,Village_139,Shajapur,Madhya Pradesh
MP_SHA_010,Durga Lambada,APPROVED,2.6,23.3483,76.4316,Village_448,Shajapur,Madhya Pradesh
MP_SHA_011,Sonali Nayak,APPROVED,1.7,23.3939,76.3779,Village_526,Shajapur,Madhya Pradesh
MP_SHA_012,Reena Ho,PENDING,1.9,23.4755,76.6308,Village_556,Shajapur,Madhya Pradesh
MP_SHA_013,Reena Ekka,PENDING,1.2,23.5108,76.354,Village_681,Shajapur,Madhya Pradesh
MP_VID_001,Prakash Singh,APPROVED,2.1,23.9805,77.9399,Village_384,Vidisha,Madhya Pradesh
MP_VID_002,Sumita Pradhan,PENDING,2.2,23.5206,78.1018,Village_105,Vidisha,Madhya Pradesh
MP_VID_003,Prakash Gond,APPROVED,1.8,24.1363,77.6133,Village_976,Vidisha,Madhya Pradesh
MP_VID_004,Rakhi Munda,PENDING,1.0,23.6811,77.6863,Village_320,Vidisha,Madhya Pradesh
MP_VID_005,Meena Singh,APPROVED,1.7,23.6168,77.8655,Village_531,Vidisha,Madhya Pradesh
MP_VID_006,Guddu Lambada,APPROVED,1.9,23.3835,77.9959,Village_135,Vidisha,Madhya Pradesh
MP_VID_007,Lali Bai,APPROVED,2.4,23.8081,78.2661,Village_197,Vidisha,Madhya Pradesh
MP_VID_008,Sumita Pradhan,PENDING,1.2,23.7259,78.0145,Village_250,Vidisha,Madhya Pradesh
MP_VID_009,Soni Birhor,PENDING,0.6,23.8719,77.9107,Village_777,Vidisha,Madhya Pradesh
MP_VID_010,Amar Meena,APPROVED,0.6,24.0048,77.8239,Village_470,Vidisha,Madhya Pradesh
MP_RAJ_001,Rakhi Oraon,PENDING,2.2,23.694,76.429,Village_281,Rajgarh,Madhya Pradesh
MP_RAJ_002,Soma Majhi,PENDING,0.5,23.9329,76.3828,Village_902,Rajgarh,Madhya Pradesh
MP_RAJ_003,Raja Meena,PENDING,1.8,23.9799,77.1658,Village_960,Rajgarh,Madhya Pradesh
MP_RAJ_004,Jayant Sahariya,PENDING,1.9,23.5591,76.8864,Village_656,Rajgarh,Madhya Pradesh
MP_RAJ_005,Anjali Oraon,PENDING,2.6,23.6016,76.911,Village_896,Rajgarh,Madhya Pradesh
MP_RAJ_006,Asha Oraon,PENDING,2.2,23.7049,77.1582,Village_219,Rajgarh,Madhya Pradesh
MP_RAJ_007,Shyam Nayak,APPROVED,0.9,23.5427,76.9755,Village_524,Rajgarh,Madhya Pradesh
MP_RAJ_008,Rakhi Nayak,PENDING,2.9,23.9458,76.9409,Village_186,Rajgarh,Madhya Pradesh
MP_RAJ_009,Pinki Ekka,APPROVED,1.4,23.8621,76.4425,Village_313,Rajgarh,Madhya Pradesh
MP_RAJ_010,Gita Baiga,APPROVED,0.7,23.7639,76.6835,Village_514,Rajgarh,Madhya Pradesh
MP_RAJ_011,Anitha Gond,APPROVED,2.6,24.1565,76.3008,Village_185,Rajgarh,Madhya Pradesh
